gene name,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Radiality unDir,Stress unDir
TRIB2,2174.8907,4.519402337,-365,2.72E-04,395,0.333333333,0.02509536,3.175769613,95496
ADSL,4003.845999,4.553707359,-249,2.81E-04,532,0.333333333,0.035627739,3.233366435,179302
POU2F2,976.6995889,5.938399943,-527,2.61E-04,211,0.333333333,0.011492204,3.095332671,32620
ST6GAL1,662.5139032,5.82158085,-552,2.59E-04,180,0.333333333,0.011331225,3.082919563,24464
MYH9,2402.474989,5.175940939,-398,2.70E-04,364,0.333333333,0.020570599,3.15938431,93686
PTPN4,1746.635186,5.691123874,-442,2.67E-04,299,0.333333333,0.018569311,3.137537239,68198
HIST1H2AI,138.2149332,4.325022783,-654,2.52E-04,97,0.333333333,0.007536004,3.031281033,5612
REPS1,1464.638021,5.214249424,-461,2.65E-04,286,0.333333333,0.01778561,3.128103277,57406
RP2,695.3496272,5.036755209,-530,2.60E-04,204,0.333333333,0.013112575,3.093843098,30438
SLC1A5,720.6520004,6.278871097,-549,2.59E-04,179,0.333333333,0.012390318,3.084409136,25064
ZYX,632.4848868,5.49304021,-563,2.58E-04,172,0.333333333,0.008807143,3.076464747,21642
SNRPF,2036.637851,3.591232689,-348,2.73E-04,436,0.333333333,0.030161243,3.184210526,101866
PAX5,1041.804626,5.214300487,-508,2.62E-04,241,0.333333333,0.013468095,3.104766634,39318
TAF1,959.4224902,4.929681336,-500,2.63E-04,247,0.333333333,0.015326146,3.108738828,40350
KLHL20,403.3089765,5.443308748,-585,2.57E-04,144,0.333333333,0.009355255,3.06653426,16408
GTF2B,2439.78428,4.917897342,-377,2.71E-04,384,0.333333333,0.023033921,3.169811321,98268
CCT8,834.1430814,3.903819653,-474,2.64E-04,277,0.333333333,0.020215567,3.121648461,44722
RPL11,2008.582479,5.354447502,-426,2.68E-04,329,0.333333333,0.019209489,3.145481629,73366
CLTCL1,1054.945218,7.991864395,-559,2.59E-04,173,0.333333333,0.009740327,3.079443893,26626
DDHD2,972.4758011,6.011416605,-520,2.61E-04,209,0.333333333,0.01289327,3.098808342,37054
PIAS2,1998.243596,5.654705822,-414,2.69E-04,324,0.333333333,0.020844516,3.151439921,80476
YWHAZ,2382.957396,4.74243552,-365,2.72E-04,401,0.333333333,0.025473261,3.175769613,105118
YY1,1147.31069,3.804498716,-439,2.67E-04,330,0.333333333,0.022156977,3.139026812,59878
PCK1,2055.41,6.284958977,-435,2.67E-04,299,0.333333333,0.019001529,3.14101291,73204
HSPH1,2433.028921,5.078387274,-364,2.72E-04,386,0.333333333,0.025607834,3.176266137,105334
RXRG,1059.209423,5.375694981,-516,2.61E-04,228,0.333333333,0.013363444,3.100794439,40158
TCF12,2889.411255,5.170426796,-342,2.74E-04,415,0.333333333,0.02696429,3.187189672,121588
ZNF345,1545.4466,6.232096845,-476,2.64E-04,258,0.333333333,0.015658851,3.120655412,53098
PRKD2,1368.665852,6.093998478,-491,2.63E-04,241,0.333333333,0.013342914,3.113207547,46200
DDX42,856.0602244,4.172613857,-488,2.63E-04,256,0.333333333,0.016720636,3.11469712,41976
CFHR4,155.028386,7.791034926,-670,2.51E-04,67,0.333333333,0.003421552,3.023336643,4034
GRM3,385.3063124,6.591084038,-606,2.55E-04,123,0.333333333,0.007477577,3.055610725,13056
KLK3,727.0742039,6.016553525,-572,2.58E-04,163,0.333333333,0.008650906,3.072989076,24732
RNF44,1301.39976,6.398597902,-491,2.63E-04,237,0.333333333,0.014264737,3.113207547,45230
GTF2F2,2728.413293,4.69677617,-324,2.75E-04,437,0.333333333,0.029941653,3.19612711,127290
EFNB2,1257.509545,6.043194536,-499,2.63E-04,236,0.333333333,0.014162994,3.109235353,47942
CSNK1G2,3621.68928,5.559423342,-316,2.76E-04,438,0.333333333,0.027566098,3.200099305,140514
FAM179B,1520.633532,4.755184575,-432,2.67E-04,304,0.333333333,0.019049754,3.142502483,67126
RIPK2,1384.740643,4.487457333,-450,2.66E-04,310,0.333333333,0.018780206,3.133565045,58706
FARS2,2431.624419,5.659309867,-368,2.72E-04,366,0.333333333,0.026130849,3.17428004,102846
MFAP1,1201.475955,5.237436716,-459,2.65E-04,270,0.333333333,0.019235179,3.129096326,54884
CCR6,1294.530524,5.93408074,-497,2.63E-04,239,0.333333333,0.013268823,3.110228401,43882
SCCPDH,681.9784893,7.266058098,-568,2.58E-04,158,0.333333333,0.010733263,3.074975174,24546
PRKAR1A,2262.102443,4.842540698,-364,2.72E-04,384,0.333333333,0.025247937,3.176266137,101936
ALG13,1148.031125,6.145752088,-498,2.63E-04,231,0.333333333,0.015567035,3.109731877,49226
ICAM5,490.9794012,6.738155042,-593,2.56E-04,135,0.333333333,0.007173165,3.062562066,15282
MPHOSPH8,1048.161929,6.205198728,-518,2.61E-04,212,0.333333333,0.012564863,3.099304866,35232
HDAC5,1312.01708,4.936195186,-461,2.65E-04,287,0.333333333,0.018372637,3.128103277,54634
CD1D,739.7842216,5.728521725,-546,2.59E-04,189,0.333333333,0.010511661,3.085402185,26066
GZMB,413.8059577,6.094912139,-615,2.55E-04,131,0.333333333,0.006917197,3.051142006,13762
PACSIN2,1090.150258,6.378875326,-507,2.62E-04,219,0.333333333,0.013526816,3.105263158,39872
ZNF200,1506.157347,5.324026647,-444,2.66E-04,295,0.333333333,0.020199367,3.136544191,63654
AARS,1047.094329,6.66069252,-523,2.61E-04,206,0.333333333,0.013249607,3.097318769,34410
FAM65B,2836.141367,5.238793728,-365,2.72E-04,397,0.333333333,0.022782347,3.175769613,106450
ARSB,1141.943786,6.172804235,-494,2.63E-04,231,0.333333333,0.01513146,3.11122145,43430
NEK7,3797.899832,4.647612747,-241,2.82E-04,517,0.333333333,0.034631042,3.23733863,177470
EFNB1,578.823587,6.566644894,-585,2.57E-04,147,0.333333333,0.008310873,3.06653426,19594
GHR,2085.666502,5.705511099,-429,2.68E-04,315,0.333333333,0.018391023,3.143992056,74390
NSMAF,1705.180067,5.235722126,-418,2.68E-04,325,0.333333333,0.022174994,3.149453823,73770
ETV5,1359.008231,5.726310493,-463,2.65E-04,271,0.333333333,0.018159423,3.127110228,58300
PIK3CB,2866.500345,4.709668491,-351,2.73E-04,428,0.333333333,0.024148961,3.182720953,114496
NQO1,212.1799268,6.543425631,-643,2.53E-04,93,0.333333333,0.005650094,3.037735849,6600
ISG20L2,472.1552328,5.836280985,-578,2.57E-04,153,0.333333333,0.010192471,3.069513406,18084
MTRF1L,204.6055681,6.902266409,-636,2.53E-04,91,0.333333333,0.005917218,3.041211519,7472
EZR,1077.766465,5.139547742,-485,2.64E-04,257,0.333333333,0.016688587,3.116186693,46322
PALB2,1134.850529,4.751726822,-461,2.65E-04,279,0.333333333,0.019745188,3.128103277,52694
APPL1,858.1467126,5.352069671,-512,2.62E-04,219,0.333333333,0.01408702,3.102780536,35470
E4F1,697.2075355,7.206898622,-576,2.57E-04,151,0.333333333,0.007959017,3.07000993,19210
ADIPOR1,693.6064631,6.576461124,-557,2.59E-04,168,0.333333333,0.010266645,3.080436941,23212
STRADB,2263.322234,4.965407675,-368,2.72E-04,376,0.5,0.025093467,3.17428004,96052
SIRT1,2232.344155,4.89359493,-379,2.71E-04,374,0.333333333,0.023497001,3.168818272,94852
PRKAG2,857.5573706,5.666016014,-531,2.60E-04,204,0.333333333,0.012487871,3.093346574,31288
LATS2,551.3192208,4.39926524,-527,2.61E-04,205,0.5,0.013976073,3.095332671,25596
CAB39,1481.896244,5.362755158,-452,2.66E-04,285,0.333333333,0.01796895,3.132571996,58730
PERP,682.6736177,5.58656982,-551,2.59E-04,181,0.333333333,0.011719047,3.083416087,25484
SESN1,910.8349237,5.840951728,-527,2.61E-04,206,0.333333333,0.011652746,3.095332671,31878
ATG4D,324.3596107,8.224472774,-654,2.52E-04,87,0.333333333,0.004064136,3.02979146,7910
IFT57,517.3726949,6.886480552,-585,2.57E-04,144,0.333333333,0.009592137,3.06653426,19824
MST4,1021.020362,3.913395258,-439,2.67E-04,309,0.333333333,0.022769608,3.139026812,53718
RNF34,630.361756,5.588423528,-534,2.60E-04,189,0.5,0.012947386,3.091857001,28056
ANAPC7,182.3319848,4.090414146,-621,2.54E-04,125,0.333333333,0.009170924,3.048659384,8718
MRPL39,332.9850975,4.409735424,-586,2.57E-04,150,0.333333333,0.010896067,3.066037736,15504
SESN3,1421.51346,5.693457073,-455,2.66E-04,273,0.333333333,0.018556886,3.131082423,59306
ZMAT3,1184.338918,5.471180028,-474,2.64E-04,257,0.333333333,0.016703015,3.121648461,50518
SHISA5,357.598331,6.34405447,-616,2.55E-04,117,0.333333333,0.005925701,3.051142006,10886
CTDSP1,673.1208329,6.442607226,-572,2.58E-04,159,0.333333333,0.007830708,3.072989076,19704
GLTSCR2,614.7484636,6.540291027,-570,2.58E-04,158,0.333333333,0.009696586,3.073982125,20992
BRD7,781.3495208,5.120074716,-509,2.62E-04,221,0.333333333,0.016392285,3.104270109,35704
MLST8,1133.081632,6.24125306,-526,2.61E-04,213,0.333333333,0.011920923,3.095829196,34354
REXO2,446.7859498,6.245407807,-587,2.57E-04,140,0.333333333,0.00858338,3.065541212,15636
RRM2B,1289.484518,5.236758906,-455,2.66E-04,279,0.333333333,0.018531409,3.131082423,57830
RNF144B,877.7403997,6.418112683,-528,2.61E-04,195,0.333333333,0.01259373,3.094836147,32308
DEDD2,681.3599149,6.860062435,-577,2.57E-04,157,0.333333333,0.008271307,3.070506455,19212
MARK4,689.1407142,5.188123987,-538,2.60E-04,199,0.333333333,0.012789676,3.089870904,26252
RFWD2,907.7595886,5.012299908,-498,2.63E-04,240,0.333333333,0.016378698,3.109731877,40124
UIMC1,2709.003982,4.840606922,-359,2.73E-04,408,0.333333333,0.025455653,3.178748759,109682
KBTBD7,747.2372196,5.59373332,-536,2.60E-04,193,0.333333333,0.012336869,3.090863952,29060
EME1,747.1613767,5.458686786,-524,2.61E-04,207,0.333333333,0.015515941,3.096822244,32472
TNFRSF10A,507.7535787,4.215738198,-560,2.58E-04,191,0.333333333,0.010709895,3.078450844,20734
FAM175A,61.65343432,3.699923822,-687,2.50E-04,76,0.333333333,0.005935731,3.015888779,3422
CCNK,688.6994645,5.386596122,-533,2.60E-04,202,0.333333333,0.013818279,3.092353525,28638
PREX1,1358.787717,5.988944412,-483,2.64E-04,251,0.333333333,0.014782108,3.117179742,49800
SIN3A,1053.998396,4.366167698,-484,2.64E-04,277,0.333333333,0.016388313,3.116683217,45616
RGCC,603.2434031,5.873790407,-559,2.59E-04,171,0.333333333,0.010811367,3.079443893,23728
C12orf5,829.3818782,5.784316282,-528,2.61E-04,201,0.333333333,0.012564948,3.094836147,31050
PTPMT1,113.8812856,6.783736164,-673,2.51E-04,64,0.333333333,0.003810909,3.021350546,3320
FAF1,1482.288188,5.045547371,-444,2.66E-04,306,0.333333333,0.020535152,3.136544191,62812
PYCARD,784.8114358,6.297960809,-567,2.58E-04,169,0.333333333,0.008449321,3.075471698,30062
PI4KA,1586.73112,5.655688512,-463,2.65E-04,279,0.333333333,0.016290405,3.127110228,56400
MLF1IP,4351.54393,3.932285487,-190,2.86E-04,626,0.5,0.042684303,3.26266137,216292
NCOR1,2327.499901,4.764674691,-380,2.71E-04,387,0.333333333,0.023755039,3.168321748,95246
NCAPG2,1846.382878,3.61305118,-342,2.74E-04,432,0.333333333,0.03247215,3.187189672,96322
FANCD2,1906.015385,4.659519548,-395,2.70E-04,369,0.333333333,0.026278173,3.160873883,84164
SRA1,39.77879481,4.801201156,-715,2.48E-04,50,0.333333333,0.002881426,2.997517378,1504
PTBP2,4780.149967,4.915636064,-227,2.83E-04,545,0.333333333,0.034305073,3.24428997,200956
RACGAP1,5006.269254,4.861053684,-176,2.87E-04,586,0.333333333,0.043608552,3.269612711,230698
BAG4,602.2610173,5.420173565,-546,2.59E-04,185,0.333333333,0.012098491,3.085898709,25656
BRCC3,350.5246633,5.115256222,-580,2.57E-04,150,0.333333333,0.011027933,3.069016882,16024
PIP4K2C,411.4789048,6.526140864,-617,2.55E-04,121,0.333333333,0.006130086,3.050645482,11234
ZHX1,725.6600742,6.093163929,-553,2.59E-04,179,0.333333333,0.011449105,3.082423039,27824
NUSAP1,1387.303806,2.380640337,-356,2.73E-04,467,0.5,0.031580642,3.180238332,81904
STRADA,2340.59167,5.203366469,-384,2.71E-04,366,0.333333333,0.023519668,3.16633565,90972
CENPW,670.9604817,3.947722772,-477,2.64E-04,248,0.333333333,0.021997613,3.120158888,36866
TSPAN14,862.6772453,5.951720249,-530,2.60E-04,201,0.333333333,0.011625842,3.093346574,30810
PIK3AP1,1081.250085,5.705286041,-495,2.63E-04,238,0.333333333,0.015330123,3.11122145,44624
ZWILCH,1380.746104,3.481840418,-375,2.71E-04,381,0.333333333,0.03009775,3.170804369,79346
CCAR2,498.6304689,5.991189772,-563,2.58E-04,161,0.333333333,0.011545768,3.077457795,20528
TAOK1,1728.344035,4.856297151,-403,2.69E-04,341,0.333333333,0.02392563,3.156901688,75002
KLHL24,777.6810552,4.925386103,-527,2.61E-04,211,0.333333333,0.012290588,3.095332671,30732
JMY,588.2875217,5.661756926,-556,2.59E-04,173,0.333333333,0.011188851,3.080933466,23918
ZNF367,1307.631439,4.684052204,-418,2.68E-04,316,0.333333333,0.0261713,3.149453823,63468
TTC33,673.8742189,5.255341865,-543,2.60E-04,190,0.333333333,0.0121851,3.087388282,27570
DCLRE1C,1008.359351,5.436372855,-500,2.63E-04,240,0.333333333,0.015334258,3.108738828,40322
TIPIN,727.3295719,2.916161772,-458,2.65E-04,303,0.333333333,0.023672821,3.12959285,44470
COL4A3BP,386.0622812,4.978231882,-570,2.58E-04,155,0.333333333,0.010215357,3.073982125,17660
DAPP1,831.8431972,5.358771527,-540,2.60E-04,209,0.333333333,0.010373444,3.088877855,28592
IP6K2,865.914579,5.692066713,-514,2.62E-04,214,0.333333333,0.014129536,3.101787488,35720
FAM126B,891.789562,6.127195113,-523,2.61E-04,202,0.333333333,0.013200588,3.097318769,33910
ZNF654,865.1670805,5.46509461,-514,2.62E-04,212,0.333333333,0.013255433,3.101787488,34958
POLR3K,1727.347836,4.804427534,-410,2.69E-04,341,0.333333333,0.023395864,3.153426018,77046
BUD13,4093.559141,4.878260175,-243,2.82E-04,522,0.5,0.035414452,3.236345581,184178
ANKRD13C,269.0498485,5.072276627,-617,2.55E-04,121,0.333333333,0.007351805,3.050148957,10044
THRAP3,2490.541195,5.143593669,-356,2.73E-04,392,0.333333333,0.026224573,3.180238332,108630
YEATS4,1512.250014,3.560936428,-393,2.70E-04,383,0.333333333,0.027663783,3.161866931,81160
ZRANB1,781.3559039,5.556257976,-537,2.60E-04,200,0.333333333,0.012252178,3.089870904,29164
CKAP2,1805.553672,3.5760786,-345,2.74E-04,435,0.333333333,0.032205488,3.185700099,98536
ZCCHC6,3013.493891,5.40861977,-348,2.73E-04,403,0.333333333,0.024138799,3.184210526,118578
GMNN,1593.634388,3.766136109,-364,2.72E-04,391,0.333333333,0.031001587,3.176266137,86446
HERC1,2654.716129,5.149765018,-348,2.73E-04,398,0.333333333,0.02542489,3.184210526,117038
PHF19,391.3016122,5.36384491,-577,2.57E-04,154,0.333333333,0.01272793,3.070506455,16230
MIS18A,2220.547399,3.295428961,-309,2.76E-04,492,0.333333333,0.034170939,3.203574975,120678
GPBP1L1,542.0768611,4.857705919,-548,2.59E-04,185,0.333333333,0.012192382,3.08490566,24920
LRIF1,2143.374062,6.437189491,-437,2.67E-04,294,0.333333333,0.018399807,3.140019861,75592
HERC5,436.8567928,6.686031964,-604,2.56E-04,129,0.333333333,0.007765705,3.057100298,14652
CEP41,367.256459,6.236038184,-595,2.56E-04,131,0.333333333,0.00949677,3.061569017,13452
BORA,1171.227026,4.228622924,-438,2.67E-04,313,0.333333333,0.023833078,3.139523337,54600
UBR7,1620.107337,4.607947025,-401,2.70E-04,344,0.333333333,0.026469188,3.157894737,77466
NUP85,1480.000393,3.702675731,-389,2.70E-04,375,0.333333333,0.027596204,3.163853029,77836
ZBTB44,748.7621436,6.00998276,-535,2.60E-04,189,0.333333333,0.012612506,3.091360477,28992
DROSHA,2017.542783,4.678489982,-382,2.71E-04,373,0.5,0.025047476,3.167328699,91424
TBC1D15,770.6537911,5.166341144,-511,2.62E-04,217,0.333333333,0.014736582,3.103277061,35096
CLEC2D,2211.621428,4.77993222,-389,2.70E-04,374,0.333333333,0.021702871,3.163853029,90180
PROSER1,364.1360011,4.243311356,-550,2.59E-04,181,0.333333333,0.014798953,3.083912612,21004
PAG1,1618.804065,5.14574275,-425,2.68E-04,314,0.333333333,0.020261687,3.145978153,71952
SLAMF6,632.0031426,5.648418835,-568,2.58E-04,171,0.333333333,0.009198611,3.074478649,20468
MAVS,347.049329,6.557753751,-621,2.54E-04,116,0.333333333,0.006119899,3.04816286,11668
VAV3,738.3092158,5.815274765,-545,2.59E-04,190,0.333333333,0.011126377,3.086395233,26580
MIER3,458.7403769,5.039130193,-557,2.59E-04,170,0.333333333,0.011867776,3.080436941,21398
RICTOR,824.1729697,4.426429368,-505,2.62E-04,240,0.333333333,0.015046082,3.106256207,36802
DPP8,840.6220835,4.787887309,-502,2.62E-04,234,0.333333333,0.014952646,3.10774578,38656
UBA52,514.9381322,5.798456784,-573,2.58E-04,157,0.333333333,0.009554945,3.072492552,18310
PLEKHF2,1817.999388,5.456631323,-423,2.68E-04,317,0.333333333,0.020477964,3.146971202,74950
DDX58,774.0053304,5.498821348,-534,2.60E-04,201,0.333333333,0.012365377,3.091360477,29452
ZCCHC8,2820.807091,4.40117448,-305,2.77E-04,454,0.333333333,0.029698393,3.205561072,136338
BANK1,1459.227798,4.592501845,-454,2.66E-04,304,0.333333333,0.016517431,3.131578947,57564
RHNO1,556.2392349,4.783532737,-526,2.61E-04,202,0.333333333,0.016181904,3.095829196,28702
FAM214A,1172.671414,6.065221389,-495,2.63E-04,231,0.333333333,0.014157458,3.11122145,45544
RNF219,379.2414166,4.929382113,-573,2.58E-04,157,0.333333333,0.012186377,3.072492552,17936
SPON2,260.1081087,7.832558732,-650,2.52E-04,81,0.333333333,0.003750099,3.032770606,6488
LEMD3,4442.808845,4.552944647,-238,2.82E-04,543,0.333333333,0.032688117,3.238828203,192026
SP140L,200.340202,5.370148226,-638,2.53E-04,101,0.333333333,0.005598881,3.039225422,7104
MYBBP1A,594.9233651,5.086252938,-550,2.59E-04,187,0.333333333,0.011944277,3.083912612,23596
EPG5,260.0733499,5.698050279,-611,2.55E-04,117,0.333333333,0.007599719,3.052631579,11418
DNAJB14,1097.357851,4.475789386,-462,2.65E-04,265,0.333333333,0.01697735,3.127606753,50944
NDC1,1002.405089,3.557477855,-420,2.68E-04,330,0.333333333,0.026923287,3.148460775,58484
CLK4,1384.848003,4.572569444,-434,2.67E-04,307,0.333333333,0.020193524,3.141509434,63828
XRN1,1387.6624,4.73327633,-434,2.67E-04,308,0.333333333,0.020543753,3.141509434,65214
TINF2,804.4773087,6.473192191,-549,2.59E-04,184,0.333333333,0.010675112,3.084409136,29818
PAXBP1,1106.694519,4.55567876,-450,2.66E-04,287,0.333333333,0.020686187,3.133565045,56670
PSRC1,490.5017916,4.831523795,-545,2.59E-04,184,0.333333333,0.01569807,3.086395233,20550
MED4,906.5581024,4.424135056,-487,2.63E-04,254,0.333333333,0.016460435,3.115193644,42854
RNF125,527.7102439,6.31487308,-577,2.57E-04,150,0.333333333,0.008786478,3.07000993,17732
C7orf60,157.3974955,4.302665096,-633,2.54E-04,104,0.333333333,0.007108254,3.042701092,7480
DGCR8,737.026069,6.25759872,-545,2.59E-04,184,0.333333333,0.012066112,3.086395233,27122
MBTD1,1493.091298,4.853417596,-437,2.67E-04,307,0.333333333,0.020367889,3.140019861,64846
RC3H2,335.4533599,5.086167433,-594,2.56E-04,143,0.333333333,0.010081126,3.062065541,14978
PRR11,1637.993714,4.700519806,-412,2.69E-04,342,0.333333333,0.025506271,3.152432969,67874
CTDSPL2,435.8120892,4.800120539,-565,2.58E-04,171,0.333333333,0.01311321,3.076464747,20236
MED16,379.0130883,5.703536484,-599,2.56E-04,133,0.333333333,0.007532028,3.059086395,12850
PDGFC,2210.880857,5.232223356,-377,2.71E-04,359,0.333333333,0.023205678,3.169811321,96644
INTS8,1406.727019,4.805037404,-430,2.67E-04,312,0.333333333,0.0223413,3.143495531,66608
ARHGAP27,250.8141711,6.182111433,-623,2.54E-04,106,0.333333333,0.006461536,3.047666336,9630
NUP107,2992.535149,3.338879393,-260,2.80E-04,557,0.333333333,0.037071159,3.227904667,157916
DCTN4,498.4156537,4.94299143,-557,2.59E-04,171,0.333333333,0.010876263,3.080436941,21816
NUDCD1,828.4512371,5.323129949,-504,2.62E-04,223,0.333333333,0.016551986,3.106752731,38654
GMCL1,632.9925492,5.35692976,-535,2.60E-04,190,0.333333333,0.013705243,3.091360477,27604
C12orf44,874.0457321,5.952831953,-528,2.61E-04,204,0.333333333,0.013366381,3.094836147,32494
DYNC1LI1,1513.226804,5.014468117,-453,2.66E-04,296,0.333333333,0.01830227,3.132075472,61798
ANKRD44,935.3837883,6.123082771,-522,2.61E-04,210,0.333333333,0.01279183,3.097815293,34830
ARL6IP6,2630.989806,5.454244083,-348,2.73E-04,391,0.333333333,0.027829945,3.184210526,114290
MED17,2004.95867,4.580733899,-384,2.71E-04,368,0.333333333,0.02344982,3.16633565,90014
MYNN,297.7591351,4.811065049,-600,2.56E-04,137,0.333333333,0.009574193,3.059086395,12974
PIK3R5,1330.634814,6.531671423,-513,2.62E-04,221,0.333333333,0.011362924,3.102284012,38958
FAM91A1,722.384581,5.076614903,-513,2.62E-04,213,0.333333333,0.015128548,3.102284012,34414
PPTC7,1394.06339,5.700171217,-470,2.65E-04,262,0.333333333,0.016363156,3.123634558,55230
OXR1,1156.75367,5.273901685,-478,2.64E-04,254,0.333333333,0.015544,3.119662363,49202
ASH1L,3646.770935,5.415252929,-322,2.75E-04,436,0.333333333,0.026639333,3.197120159,138904
CCDC109B,1784.27,5.834090298,-439,2.67E-04,305,0.333333333,0.020232669,3.139026812,74368
LINS,137.1662947,5.331405546,-643,2.53E-04,91,0.333333333,0.00623406,3.037239325,6228
ZNF720,75.92895433,5.75650203,-705,2.49E-04,56,0.333333333,0.003499761,3.005958292,3544
C3orf58,516.0950784,5.583960267,-561,2.58E-04,166,0.333333333,0.011477691,3.078450844,22544
FAM111A,1342.233125,6.351266307,-470,2.65E-04,258,0.333333333,0.019441346,3.123634558,51456
GNB4,1285.159666,6.65727831,-503,2.62E-04,228,0.333333333,0.014192261,3.107249255,45980
KIAA1551,1950.860852,5.494137043,-427,2.68E-04,316,0.333333333,0.018631245,3.144985104,72818
BTBD1,2734.959331,4.423622764,-328,2.75E-04,440,0.333333333,0.027823995,3.194141013,124368
PHF13,708.6529747,5.458724371,-533,2.60E-04,196,0.333333333,0.012761845,3.092353525,29308
STK11IP,34.77610234,5.197679165,-791,2.42E-04,38,0.333333333,0.00173306,2.945878848,1060
IKZF3,1557.286589,4.902954101,-446,2.66E-04,311,0.333333333,0.018019841,3.135551142,62016
USP39,998.8003856,4.3054676,-455,2.66E-04,285,0.333333333,0.021837639,3.131082423,51850
UTP23,74.45801181,3.577661245,-649,2.53E-04,91,0.333333333,0.008199283,3.034756703,5084
THUMPD2,1425.518739,5.266122273,-435,2.67E-04,299,0.333333333,0.022423734,3.14101291,65042
CUTC,1381.940608,5.729822878,-466,2.65E-04,268,0.333333333,0.018745214,3.125620655,54608
BIRC6,1690.242503,4.685245579,-406,2.69E-04,336,0.333333333,0.021951374,3.155412115,79244
MIS18BP1,3637.110969,4.633235146,-268,2.80E-04,517,0.333333333,0.03507728,3.223932473,162396
TMEM209,216.151757,4.016059686,-602,2.56E-04,137,0.333333333,0.011054528,3.057596822,12172
APPL2,1334.357298,5.983467148,-485,2.64E-04,246,0.333333333,0.015078573,3.116186693,53136
WDR48,2477.343096,5.238724711,-375,2.71E-04,380,0.333333333,0.023844487,3.170804369,99174
TP53INP1,235.3546997,5.349101387,-609,2.55E-04,118,0.333333333,0.00802932,3.054121152,11280
BRMS1L,894.2781027,5.209471539,-511,2.62E-04,227,0.333333333,0.014627462,3.103277061,37152
PHC3,178.9824484,4.928749699,-635,2.53E-04,104,0.333333333,0.006321398,3.041211519,7014
C7orf49,362.9885071,6.406193589,-598,2.56E-04,130,0.333333333,0.009553063,3.060079444,12664
DET1,738.2051826,5.898001648,-538,2.60E-04,190,0.333333333,0.012471668,3.089870904,29572
TBK1,3074.193383,4.559268021,-292,2.78E-04,466,0.333333333,0.030325179,3.212015889,141810
REV1,2729.259998,4.742006216,-329,2.75E-04,428,0.333333333,0.028401977,3.193644489,123818
SAP130,2312.131106,4.941585111,-361,2.72E-04,389,0.333333333,0.02583794,3.17775571,105898
RNF145,356.6727259,5.49558292,-586,2.57E-04,141,0.333333333,0.009246401,3.066037736,15032
KIAA1429,951.339235,4.607365888,-482,2.64E-04,259,0.333333333,0.017863607,3.117676266,45192
CCNDBP1,1043.416182,5.888232277,-505,2.62E-04,224,0.333333333,0.014585507,3.106256207,43152
PELI1,3306.597458,5.115170116,-314,2.76E-04,442,0.333333333,0.027397675,3.201092354,137344
PDP1,631.3485677,6.5781206,-571,2.58E-04,158,0.333333333,0.009748665,3.073485601,22364
C10orf118,847.5249477,5.975368077,-537,2.60E-04,197,0.333333333,0.011791172,3.090367428,30244
DONSON,1728.966269,4.307022045,-358,2.73E-04,372,0.333333333,0.031062731,3.179245283,90150
GIMAP2,1327.852441,6.169562959,-482,2.64E-04,246,0.333333333,0.014721763,3.117676266,48446
RIPK3,1174.144412,4.376473111,-446,2.66E-04,298,0.5,0.019490534,3.135551142,52250
MED28,2090.892882,5.261051623,-393,2.70E-04,352,0.333333333,0.023714664,3.161866931,89762
POLR3E,1113.424153,5.190624546,-472,2.64E-04,260,0.5,0.017514849,3.122641509,50294
ADAT1,808.9394274,7.150922567,-559,2.58E-04,168,0.333333333,0.01048758,3.078947368,26758
TNKS2,1550.544343,5.045790072,-441,2.67E-04,303,0.333333333,0.019381281,3.138033764,65350
HDGFRP2,150.7818348,6.832789385,-679,2.51E-04,70,0.333333333,0.003880737,3.018867925,4412
PRMT5,1103.398228,4.360240173,-464,2.65E-04,283,0.333333333,0.019826965,3.126613704,51518
PNPLA8,194.7199657,5.330091563,-639,2.53E-04,101,0.333333333,0.006227698,3.038728898,7914
AAED1,175.6013421,5.888409654,-641,2.53E-04,91,0.333333333,0.00546541,3.037735849,6692
NIN,1568.794331,5.801233691,-451,2.66E-04,285,0.333333333,0.018044705,3.13306852,61294
MBNL3,368.7160439,6.125588393,-592,2.56E-04,134,0.333333333,0.009226233,3.06305859,14442
RUNDC1,202.0891935,6.114049452,-633,2.54E-04,98,0.333333333,0.006165806,3.042204568,7690
GMEB1,1341.11993,5.304110398,-454,2.66E-04,285,0.333333333,0.020233613,3.131578947,58042
DCAF10,448.4880833,5.657105069,-585,2.57E-04,150,0.333333333,0.009270217,3.06653426,16318
WDR81,213.7782255,6.270848172,-641,2.53E-04,95,0.333333333,0.005383362,3.038232373,6884
SPOPL,251.6918702,4.864996793,-610,2.55E-04,123,0.333333333,0.00777895,3.052135055,11046
RBM26,2186.890492,5.395953213,-385,2.71E-04,352,0.333333333,0.022724881,3.165839126,93876
ZBTB41,420.9242681,4.992035049,-577,2.57E-04,153,0.333333333,0.009859503,3.070506455,17422
ABHD13,146.5799464,5.207717725,-643,2.53E-04,90,0.333333333,0.00595881,3.0367428,6092
ABCA7,354.019852,7.790468347,-628,2.54E-04,100,0.333333333,0.004752308,3.043694141,8940
CARHSP1,681.4933755,5.280106649,-535,2.60E-04,206,0.333333333,0.015873341,3.091360477,27090
